SpeciesAuthor,SpeciesAccepted,CommonName,CoLCheckOK,CoLCheckDate,Infraspecific,SpeciesEpithetAccepted,GenusAccepted,GenusAuthor,Family,Order,Class,Phylum,Kingdom,OrganismType,Authors,Journal,YearPublication,DOI.ISBN,AdditionalSource,StudyDuration,StudyStart,StudyEnd,AnnualPeriodicity,NumberPopulations,MatrixCriteriaSize,MatrixCriteriaOntogeny,MatrixCriteriaAge,MatrixPopulation,Lat,Lon,Altitude,Country,Continent,Ecoregion,StudiedSex,MatrixComposite,MatrixTreatment,MatrixCaptivity,MatrixStartYear,MatrixStartSeason,MatrixStartMonth,MatrixEndYear,MatrixEndSeason,MatrixEndMonth,MatrixSplit,MatrixFec,Observation,MatrixDimension,SurvivalIssue,PPMS
Acipenser_fulvescens,Acipenser_fulvescens,Lake sturgeon,TRUE,8082016,NA,fulvescens,Acipenser,Acipenser,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino; Koops,N Am J Fish Manag,2009,10.1577/M08-034.1,NA,NA,NA,NA,1,8,No,Yes,Yes,St. Lawrence River,NA,NA,NA,CAN,N America,NA,F,Individual,Unmanipulated,W,NA,NA,NA,NA,NA,NA,Divided,Yes,FRANK,5,0.901,[0 0 1579.658 22593.93 28000.42;0.00082 0.258099 0 0 0;0 0.023464 0.648447 0 0;0 0 0.064845 0.831692 0;0 0 0 0.069308 0.831692]
Acipenser_fulvescens_2,Acipenser_fulvescens,Lake sturgeon,TRUE,8082016,NA,fulvescens,Acipenser,Acipenser,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino; Koops,Ecol Model,2012,10.1016/j.ecolmodel.2012.09.022,NA,NA,NA,NA,NA,NA,No,Yes,No,Western population,NA,NA,NA,CAN,N America,NA,NA,Mean,Unmanipulated,W,NA,NA,NA,NA,NA,NA,Divided,Yes,FRANK,3,0.867857,[0 353.6969 14176.79;0.000196 0.476348 0;0 0.021652 0.867857]
Acipenser_fulvescens_2,Acipenser_fulvescens,Lake sturgeon,TRUE,8082016,NA,fulvescens,Acipenser,Acipenser,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino; Koops,Ecol Model,2012,10.1016/j.ecolmodel.2012.09.022,NA,NA,NA,NA,NA,NA,No,Yes,No,Great Lakes-St Lawrence,NA,NA,NA,CAN,N America,NA,NA,Mean,Unmanipulated,W,NA,NA,NA,NA,NA,NA,Divided,Yes,FRANK,3,0.870656,[0 275.0851 11074.14;0.0023 0.480174 0;0 0.021826 0.870656]
Acipenser_transmontanus,Acipenser_transmontanus,White sturgeon,TRUE,8082016,NA,transmontanus,Acipenser,Acipenser,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino; Koops,Ecol Model,2012,10.1016/j.ecolmodel.2012.09.022,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,CAN,N America,NA,NA,Mean,Unmanipulated,W,NA,NA,NA,NA,NA,NA,Divided,Yes,FRANK,3,0.924226,[0 1899.456 48270.65;1.38e-05 0.654632 0;0 0.036368 0.924226]
Ambloplites_rupestris_2,Ambloplites_rupestris,Rock bass,TRUE,8082016,NA,rupestris,Ambloplites,Ambloplites,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Peoples,Master Thesis,2010,None,NA,1,2008,2008,1,1,Yes,No,Based on size,"New River, Virginia",36.66666667,-81,600,USA,N America,LRE,A,Individual,Unmanipulated,W,2008,2,NA,2008,3,NA,Divided,Yes,Minimum matrix,3,0.246,[0 0 1004;0.246 0 0;0 0.061 0.015]
Ambloplites_rupestris_2,Ambloplites_rupestris,Rock bass,TRUE,8082016,NA,rupestris,Ambloplites,Ambloplites,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Peoples,Master Thesis,2010,None,NA,1,2008,2008,1,1,Yes,No,Based on size,"New River, Virginia",36.66666667,-81,600,USA,N America,LRE,A,Individual,Unmanipulated,W,2008,2,NA,2008,3,NA,Divided,Yes,Maximum matrix,3,0.296,[0 0 8995;0.296 0 0;0 0.088 0.026]
Ambloplites_rupestris_2,Ambloplites_rupestris,Rock bass,TRUE,8082016,NA,rupestris,Ambloplites,Ambloplites,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Peoples,Master Thesis,2010,None,NA,1,2008,2008,1,1,Yes,No,Based on size,"New River, Virginia",36.66666667,-81,600,USA,N America,LRE,A,Individual,Unmanipulated,W,2008,2,NA,2008,3,NA,Divided,Yes,Median matrix,3,0.345,[0 0 2738;0.345 0 0;0 0.119 0.041]
Ammocrypta_pellucida,Ammocrypta_pellucida,Eastern sand darter,TRUE,8082016,NA,pellucida,Ammocrypta,Ammocrypta,Percidae,Perciformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino; Koops,Ecol Model,2012,10.1016/j.ecolmodel.2012.09.022,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,CAN,N America,NA,NA,Mean,Unmanipulated,W,NA,NA,NA,NA,NA,NA,Divided,Yes,NA,3,0.262,[0 37.204 37.204;0.01984 0 0;0 0.262 0.262]
Ammocrypta_pellucida_2,Ammocrypta_pellucida,Eastern sand darter,TRUE,8082016,NA,pellucida,Ammocrypta,Ammocrypta,Percidae,Perciformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Finch; Velez-Espino; Doka; Power; Koops,Fish & Oceans Can,2011,None,NA,5,2004,2008,1,1,No,No,Yes,Ontario,43.16166667,-79.27166667,288,CAN,N America,TBM,F,Mean,Unmanipulated,W,2004,NA,NA,2008,NA,NA,Divided,Yes,NA,4,0.386,[0 71.5 71.5 71.5;0.024 0 0 0;0 0.386 0 0;0 0 0.386 0]
Amphiprion_percula,Amphiprion_percula,Orange clown anemonefish,TRUE,8082016,NA,percula,Amphiprion,Amphiprion,Pomacentridae,Perciformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Buston; Garcia,J Fish Biol,2007,10.1111/j.1095-8649.2007.01445.x,NA,1,1997,1997,182,1,No,Yes,No,Madang Lagoon,-4.85,145.8,NA,PNG,Oceania,TRC,NA,Mean,Unmanipulated,W,1997,NA,1,1997,NA,12,Divided,No,NA,6,0.9491,[0 0 0 0 0 0;0 0.4444 0 0 0 0;0 0.1111 0.76 0 0 0;0 0 0.04 0.8644 0 0;0 0 0 0.0847 0.8837 0;0 0 0 0 0.0581 0.931]
Astroblepus_ubidiai,Astroblepus_ubidiai,Andean catfish,TRUE,8082016,NA,ubidiai,Astroblepus,Astroblepus,Astroblepidae,Siluriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino,Ecol Freshwater Fish,2005,10.1111/j.1600-0633.2005.00084.x,NA,2,2000,2001,1,6,No,No,Based on size,"Imbakucha Lake, Ecuador",0.105833333,-77.77763889,NA,ECU,S America,LLE,A,Mean,Unmanipulated,W,2000,2,6,2001,4,11,Divided,Yes,NA,7,0.432,[0 0 13.583 17.348 20.437 20.65 16.5425;0.175 0 0 0 0 0 0;0 0.432 0 0 0 0 0;0 0 0.417 0 0 0 0;0 0 0 0.378 0 0 0;0 0 0 0 0.35 0 0;0 0 0 0 0 0.1475 0.1475]
Astroblepus_ubidiai,Astroblepus_ubidiai,Andean catfish,TRUE,8082016,NA,ubidiai,Astroblepus,Astroblepus,Astroblepidae,Siluriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino,Ecol Freshwater Fish,2005,10.1111/j.1600-0633.2005.00084.x,NA,2,2000,2001,1,6,No,No,Based on size,"Imbakucha Lake, Ecuador",0.105833333,-77.77763889,NA,ECU,S America,LLE,A,Individual,Unmanipulated,W,2000,2,6,2001,4,11,Divided,Yes,NA,7,0.37,[0 0 15.99 21.5 26.41 22.39 0;0.17 0 0 0 0 0 0;0 0.37 0 0 0 0 0;0 0 0.37 0 0 0 0;0 0 0 0.34 0 0 0;0 0 0 0 0.22 0 0;0 0 0 0 0 0 0]
Astroblepus_ubidiai,Astroblepus_ubidiai,Andean catfish,TRUE,8082016,NA,ubidiai,Astroblepus,Astroblepus,Astroblepidae,Siluriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino,Ecol Freshwater Fish,2005,10.1111/j.1600-0633.2005.00084.x,NA,2,2000,2001,1,6,No,No,Based on size,"Imbakucha Lake, Ecuador",0.105833333,-77.77763889,NA,ECU,S America,LLE,A,Individual,Unmanipulated,W,2000,2,6,2001,4,11,Divided,Yes,NA,7,0.36,[0 0 11.92 14.71 17.02 17.65 15.05;0.18 0 0 0 0 0 0;0 0.36 0 0 0 0 0;0 0 0.35 0 0 0 0;0 0 0 0.35 0 0 0;0 0 0 0 0.26 0 0;0 0 0 0 0 0.04 0.04]
Astroblepus_ubidiai,Astroblepus_ubidiai,Andean catfish,TRUE,8082016,NA,ubidiai,Astroblepus,Astroblepus,Astroblepidae,Siluriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino,Ecol Freshwater Fish,2005,10.1111/j.1600-0633.2005.00084.x,NA,2,2000,2001,1,6,No,No,Based on size,"Imbakucha Lake, Ecuador",0.105833333,-77.77763889,NA,ECU,S America,LLE,A,Individual,Unmanipulated,W,2000,2,6,2001,4,11,Divided,Yes,NA,7,0.62,[0 0 16.97 20.51 22.4 18.19 0;0.19 0 0 0 0 0 0;0 0.62 0 0 0 0 0;0 0 0.52 0 0 0 0;0 0 0 0.37 0 0 0;0 0 0 0 0.15 0 0;0 0 0 0 0 0 0]
Astroblepus_ubidiai,Astroblepus_ubidiai,Andean catfish,TRUE,8082016,NA,ubidiai,Astroblepus,Astroblepus,Astroblepidae,Siluriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino,Ecol Freshwater Fish,2005,10.1111/j.1600-0633.2005.00084.x,NA,2,2000,2001,1,6,No,No,Based on size,"Imbakucha Lake, Ecuador",0.105833333,-77.77763889,NA,ECU,S America,LLE,A,Individual,Unmanipulated,W,2000,2,6,2001,4,11,Divided,Yes,NA,7,0.43,[0 0 13.14 16.96 21.01 26.03 19.87;0.18 0 0 0 0 0 0;0 0.41 0 0 0 0 0;0 0 0.38 0 0 0 0;0 0 0 0.37 0 0 0;0 0 0 0 0.43 0 0;0 0 0 0 0 0.2 0.2]
Astroblepus_ubidiai,Astroblepus_ubidiai,Andean catfish,TRUE,8082016,NA,ubidiai,Astroblepus,Astroblepus,Astroblepidae,Siluriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino,Ecol Freshwater Fish,2005,10.1111/j.1600-0633.2005.00084.x,NA,2,2000,2001,1,6,No,No,Based on size,"Imbakucha Lake, Ecuador",0.105833333,-77.77763889,NA,ECU,S America,LLE,A,Individual,Unmanipulated,W,2000,2,6,2001,4,11,Divided,Yes,NA,7,0.46,[0 0 11.46 14.35 16.24 18.26 14.13;0.19 0 0 0 0 0 0;0 0.46 0 0 0 0 0;0 0 0.45 0 0 0 0;0 0 0 0.39 0 0 0;0 0 0 0 0.31 0 0;0 0 0 0 0 0.19 0.19]
Astroblepus_ubidiai,Astroblepus_ubidiai,Andean catfish,TRUE,8082016,NA,ubidiai,Astroblepus,Astroblepus,Astroblepidae,Siluriformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino,Ecol Freshwater Fish,2005,10.1111/j.1600-0633.2005.00084.x,NA,2,2000,2001,1,6,No,No,Based on size,"Imbakucha Lake, Ecuador",0.105833333,-77.77763889,NA,ECU,S America,LLE,A,Individual,Unmanipulated,W,2000,2,6,2001,4,11,Divided,Yes,NA,7,0.45,[0 0 12.02 16.06 19.54 21.38 17.12;0.14 0 0 0 0 0 0;0 0.37 0 0 0 0 0;0 0 0.43 0 0 0 0;0 0 0 0.45 0 0 0;0 0 0 0 0.38 0 0;0 0 0 0 0 0.16 0.16]
Brachyrhaphis_rhabdophora,Brachyrhaphis_rhabdophora,Live-bearing fish,TRUE,8082016,NA,rhabdophora,Brachyrhaphis,Brachyrhaphis,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Johnson; Zuniga-Vega,Ecology,2009,10.1890/07-1672.1,NA,1,2000,2000,52,2,Yes,Yes,No,Quebrada Grande,10.41583333,-84.90305556,73,CRI,S America,LRD,F,Seasonal,Unmanipulated,W,2000,NA,1,2000,NA,2,Divided,Yes,"No predator, paper contains estimates of mortality rates for each stage. GPS approximation; Sampling was conducted 1 per week for a month, not over the course of the entire year",5,0.98,[0.46 0 0 2.7 7.9;0.29 0.58 0 0 0;0.06 0.22 0.69 0 0;0 0 0.17 0.78 0;0 0 0 0.06 0.98]
Brachyrhaphis_rhabdophora,Brachyrhaphis_rhabdophora,Live-bearing fish,TRUE,8082016,NA,rhabdophora,Brachyrhaphis,Brachyrhaphis,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Johnson; Zuniga-Vega,Ecology,2009,10.1890/07-1672.1,NA,1,2000,2000,52,2,Yes,Yes,No,Rio Javilla,10.42638889,-84.90861111,82,CRI,S America,LRD,F,Seasonal,Unmanipulated,W,2000,NA,1,2000,NA,2,Divided,Yes,"Predator, paper contains estimates of mortality rates for each stage. GPS approximation; Sampling was conducted 1 per week for a month, not over the course of the entire year",5,0.74,[0.45 0 0 4 8.6;0.26 0.51 0 0 0;0 0.22 0.46 0 0;0 0 0.24 0.7 0;0 0 0 0.04 0.64]
Catostomus_catostomus,Catostomus_catostomus,Salish sucker,TRUE,8082016,NA,catostomus,Catostomus,Catostomus,Catostomidae,Cypriniformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Velez-Espino; Koops,Ecol Model,2012,10.1016/j.ecolmodel.2012.09.022,NA,NA,NA,NA,1,NA,No,Yes,No,NA,NA,NA,NA,CAN,N America,NA,NA,Mean,Unmanipulated,W,NA,NA,NA,NA,NA,NA,Divided,Yes,NA,3,0.33,[0 1232.5 2805;0.000465 0.145 0;0 0.145 0.33]
Catostomus_commersoni_2,Catostomus_commersoni,White sucker,TRUE,8082016,NA,commersoni,Catostomus,Catostomus,Catostomidae,Cypriniformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Miller; Tietge; McMaster; Munkittrick; Xia; Griesmer; Ankley,Env Tox,2015,10.1002/etc.2972,NA,20,1988,2007,1,2,No,No,Yes,Jackfish Bay; Mountain Bay,NA,NA,NA,CAN; USA,N America,LLE,F,Mean,Effluent from bleached-kraft pulp mill; unmanipulated,W,1988,NA,NA,2007,NA,NA,Divided,Yes,NA,24,0.9,[0 0 0 0.2 2.6 9.9 11.6 13.2 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8;0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0]
Catostomus_platyrhynchus_2,Catostomus_platyrhynchus,Mountain sucker,TRUE,8082016,NA,platyrhynchus,Catostomus,Catostomus,Catostomidae,Cypriniformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Young; Koops a,Fish & Oceans Can,2013,None,NA,NA,NA,NA,NA,NA,No,No,Yes,"Lee Creek, St. Mary River and Milk River",49,-112,1045,CAN,N America,NA,F,Pooled,Unmanipulated,W,2003,NA,NA,2009,NA,NA,Divided,Yes,Geolocation was approximated using Google Earth,7,0.52,[0 27 172 317 470 619 0;0.0036 0 0 0 0 0 0;0 0.18 0 0 0 0 0;0 0 0.33 0 0 0 0;0 0 0 0.42 0 0 0;0 0 0 0 0.48 0 0;0 0 0 0 0 0.52 0]
Clinocottus_analis,Clinocottus_analis,Woolly sculpin,TRUE,8082016,NA,analis,Clinocottus,Clinocottus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Davis; Levin,Mar Ecol Prog Series,2002,10.3354/meps234229,NA,5,1996,2000,4,2,No,Yes,No,"False Point (San Diego, California)",32.81666667,-116.7,-25,USA,N America,TRU,F,Individual,Unmanipulated,W,1996,NA,11,1997,NA,2,Divided,Yes,NA,3,0.86,[0.13 0.23 0.77;0.73 0.79 0;0 0.06 0.77]
Clinocottus_analis,Clinocottus_analis,Woolly sculpin,TRUE,8082016,NA,analis,Clinocottus,Clinocottus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Davis; Levin,Mar Ecol Prog Series,2002,10.3354/meps234229,NA,5,1996,2000,4,2,No,Yes,No,"False Point (San Diego, California)",32.81666667,-116.7,-25,USA,N America,TRU,F,Individual,Unmanipulated,W,1997,NA,2,1997,NA,5,Divided,Yes,NA,3,0.71,[0.06 1.16 3.29;0.65 0 0;0 0.03 0.05]
Clinocottus_analis,Clinocottus_analis,Woolly sculpin,TRUE,8082016,NA,analis,Clinocottus,Clinocottus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,Actinopterygii,Davis; Levin,Mar Ecol Prog Series,2002,10.3354/meps234229,NA,5,1996,2000,4,2,No,Yes,No,"False Point (San Diego, California)",32.81666667,-116.7,-25,USA,N America,TRU,F,Individual,Unmanipulated,W,1997,NA,5,1997,NA,8,Divided,Yes,NA,3,0.79,[0.2 2.21 5.07;0.59 0 0;0 0.37 0.33]
